PC1,PC2,image_path,reconstruction_error,is_anomaly
-38.92364909033429,8.919334545087391,data/s0027/cam1-ccd1/images/hlsp_tica_tess_ffi_s0027-o1-00117223-cam1-ccd1_tess_v01_img_998.1143188476562_391.3247985839844.png,21.865029978005076,False
21.004177632352413,5.836622764769961,data/s0027/cam1-ccd1/images/hlsp_tica_tess_ffi_s0027-o1-00117300-cam1-ccd1_tess_v01_img_470.46624755859375_1820.0968017578125.png,10.044283098910112,False
15.640761839438374,-5.180781342589131,data/s0027/cam1-ccd1/images/hlsp_tica_tess_ffi_s0027-o1-00116516-cam1-ccd1_tess_v01_img_257.4248046875_398.4631042480469.png,29.943971850177448,False
-37.995742901734225,6.608899651251258,data/s0027/cam1-ccd1/images/hlsp_tica_tess_ffi_s0027-o1-00117414-cam1-ccd1_tess_v01_img_978.938232421875_1122.3870849609375.png,20.513127443104313,False
-21.268252969905937,-16.55311366653744,data/s0027/cam1-ccd1/images/hlsp_tica_tess_ffi_s0027-o1-00117223-cam1-ccd1_tess_v01_img_1712.3963623046875_409.9850158691406.png,31.69835357598398,False
21.45005607248087,5.236237316729974,data/s0027/cam1-ccd1/images/hlsp_tica_tess_ffi_s0027-o1-00118109-cam1-ccd1_tess_v01_img_470.50933837890625_1820.09912109375.png,15.809290321210954,False
-41.34297929899738,9.614410378700617,data/s0027/cam1-ccd1/images/hlsp_tica_tess_ffi_s0027-o1-00117130-cam1-ccd1_tess_v01_img_978.9425048828125_1122.381103515625.png,10.884477952074477,False
21.910482576318547,3.9437416105664544,data/s0027/cam1-ccd1/images/hlsp_tica_tess_ffi_s0027-o1-00117721-cam1-ccd1_tess_v01_img_470.4977722167969_1820.0938720703125.png,12.085957219270732,False
-38.878311600304336,3.6548395826744824,data/s0027/cam1-ccd1/images/hlsp_tica_tess_ffi_s0027-o1-00117447-cam1-ccd1_tess_v01_img_978.93994140625_1122.38623046875.png,15.97622728767738,False
-42.709133501523645,11.091963446918443,data/s0027/cam1-ccd1/images/hlsp_tica_tess_ffi_s0027-o1-00116947-cam1-ccd1_tess_v01_img_978.9459228515625_1122.376220703125.png,10.393262308714016,False
22.149704255606416,7.0113702724349665,data/s0027/cam1-ccd1/images/hlsp_tica_tess_ffi_s0027-o1-00116789-cam1-ccd1_tess_v01_img_470.5107116699219_1820.068603515625.png,11.18552195294673,False
20.954575556625066,6.343197349916902,data/s0027/cam1-ccd1/images/hlsp_tica_tess_ffi_s0027-o1-00116624-cam1-ccd1_tess_v01_img_470.5204162597656_1820.0673828125.png,13.37336073235376,False
21.510188200320343,5.737230512270643,data/s0027/cam1-ccd1/images/hlsp_tica_tess_ffi_s0027-o1-00118124-cam1-ccd1_tess_v01_img_470.51287841796875_1820.0994873046875.png,17.96044447766651,False
-13.248886416498191,-35.774235776053764,data/s0027/cam1-ccd1/images/hlsp_tica_tess_ffi_s0027-o1-00117880-cam1-ccd1_tess_v01_img_978.9386596679688_1122.3980712890625.png,23.078513303977605,False
14.62616726001605,-5.518304821574532,data/s0027/cam1-ccd1/images/hlsp_tica_tess_ffi_s0027-o1-00116624-cam1-ccd1_tess_v01_img_257.4146423339844_398.4571228027344.png,32.578588789224334,False
21.807480429886976,5.600627841211486,data/s0027/cam1-ccd1/images/hlsp_tica_tess_ffi_s0027-o1-00116883-cam1-ccd1_tess_v01_img_470.5082702636719_1820.07080078125.png,10.094541882081284,False
